dataset,data_dim,seed,algorithm,depth,splits,leaves,accuracy,coverage,density,f_score,training_time,avg_active_feature_count,feature_utilisation_ratio,tree_level_sparsity_index,composite_interpretability_score
radial_segment_3d,3,25,oc1,6,16,17,0.9069,0.8441773725652715,0.7858796296296297,0.813986013986014,232.60905957221985,2.0,0.6666666666666666,0.3333333333333333,2.0
radial_segment_3d,3,25,wodt,6,26,27,0.7142,0.4608371322005802,0.4166354439865118,0.4376229830775285,0.6231160163879395,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,7,45,46,0.7787,0.5267302113551595,0.5426985482493595,0.53459516298633,0.1024332046508789,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,7,91,92,0.9065,0.807293825113966,0.8056244830438379,0.8064582902090666,0.0600419044494628,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,7,36,37,0.9279,0.8537090758392043,0.8484349258649094,0.8510638297872339,249.9438865184784,3.0,1.0,0.0,
radial_segment_3d,3,25,wodt,7,35,36,0.5722,0.6556154164939909,0.3145754623185524,0.4251545283525934,0.7061316967010498,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,8,58,59,0.7787,0.5267302113551595,0.5426985482493595,0.53459516298633,0.1196379661560058,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,8,140,141,0.9362,0.8707003729796934,0.865677791512155,0.8681818181818183,0.0766212940216064,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,8,48,49,0.9482,0.9133858267716536,0.8770393951452448,0.8948436865611044,261.5845968723297,2.5,0.8333333333333333,0.1666666666666666,2.5000000000000018
radial_segment_3d,3,25,wodt,8,53,54,0.7323,0.3887277248238707,0.4383177570093458,0.4120360202064573,0.8452293872833252,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,9,72,73,0.7801,0.5457936179030253,0.5442148760330578,0.5450031036623215,0.1389021873474121,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,9,233,234,0.9481,0.8951512639867385,0.8903544929925804,0.8927464352138872,0.1119337081909179,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,9,59,60,0.9513,0.8905926232905097,0.9059865092748736,0.8982236154649947,249.0400414466858,3.0,1.0,0.0,
radial_segment_3d,3,25,wodt,9,90,91,0.67,0.4517198508081226,0.3553961525921095,0.3978102189781021,1.125054121017456,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,10,83,84,0.7801,0.5457936179030253,0.5442148760330578,0.5450031036623215,0.1556832790374755,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,10,323,324,0.964,0.929548280149192,0.9219071105630908,0.9257119273627736,0.1424534320831298,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,10,83,84,0.966,0.9196021549937836,0.9382663847780128,0.9288405190456258,297.0025224685669,2.0,0.6666666666666666,0.3333333333333333,2.0
radial_segment_3d,3,25,wodt,10,116,117,0.6373,0.403646912556983,0.3080328905755851,0.3494170403587444,1.2262201309204102,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,11,94,95,0.7805,0.5499378367177787,0.5447454844006568,0.5473293462569602,0.1680431365966797,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,11,481,482,0.9761,0.9303771239121426,0.9693436960276338,0.9494607739479806,0.1948082447052002,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,11,106,107,0.9691,0.906755076668048,0.9630281690140844,0.9340448239060832,247.6082582473755,3.0,1.0,0.0,
radial_segment_3d,3,25,wodt,11,144,145,0.7137,0.3738085370907584,0.4001774622892635,0.3865438182986929,1.3112711906433103,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,12,98,99,0.7809,0.5532532117695814,0.5453431372549019,0.5492696975930879,0.1797537803649902,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,12,523,524,0.978,0.9444674678823042,0.9636363636363636,0.953955629970699,0.2343440055847168,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,12,137,138,0.973,0.9158723580605056,0.9705753184014052,0.9424307036247336,232.18479537963867,3.0,1.0,0.0,
radial_segment_3d,3,25,wodt,12,220,221,0.632,0.5242436800663075,0.3331577561232552,0.4074074074074074,1.6434495449066162,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,13,98,99,0.7809,0.5532532117695814,0.5453431372549019,0.5492696975930879,0.1849467754364013,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,13,505,506,0.9797,0.9552424368006632,0.9604166666666668,0.957822563889466,0.2341446876525879,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,13,115,116,0.9705,0.9150435142975548,0.9608355091383812,0.9373805985990236,250.9574811458588,3.0,1.0,0.0,
radial_segment_3d,3,25,wodt,13,204,205,0.5978,0.4927476170741815,0.2982192124404314,0.3715625000000001,1.5522334575653076,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,14,98,99,0.7809,0.5532532117695814,0.5453431372549019,0.5492696975930879,0.184920072555542,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,14,528,529,0.9805,0.9452963116452548,0.973122866894198,0.9590077780113516,0.2441778182983398,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,14,123,124,0.9768,0.9316203895565686,0.9710583153347732,0.9509306260575296,245.4634566307068,2.0,0.6666666666666666,0.3333333333333333,2.0
radial_segment_3d,3,25,wodt,14,285,286,0.6876,0.2561127227517613,0.3174114021571648,0.2834862385321101,1.8819611072540283,3.0,1.0,0.0,
radial_segment_3d,3,25,hhcart,15,98,99,0.7809,0.5532532117695814,0.5453431372549019,0.5492696975930879,0.1839401721954345,3.0,1.0,0.0,
radial_segment_3d,3,25,randcart,15,509,510,0.9802,0.9573145462080398,0.9604989604989606,0.9589041095890412,0.2369811534881591,3.0,1.0,0.0,
radial_segment_3d,3,25,oc1,15,152,153,0.9766,0.932034811438044,0.9698145752479516,0.9505494505494504,270.84176993370056,3.0,1.0,0.0,
radial_segment_3d,3,25,wodt,15,278,279,0.5893,0.3638624119353502,0.2544927536231884,0.2995053726761044,1.8771462440490725,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,0,0,1,0.7587,1.0,0.2413,0.3887859502134858,1.239776611328125e-05,0.0,0.0,,
radial_segment_3d,3,47,randcart,0,0,1,0.7587,1.0,0.2413,0.3887859502134858,9.298324584960938e-06,0.0,0.0,,
radial_segment_3d,3,47,oc1,0,0,1,0.7587,1.0,0.2413,0.3887859502134858,0.0006954669952392,0.0,0.0,,
radial_segment_3d,3,47,wodt,0,0,1,0.7587,1.0,0.2413,0.3887859502134858,0.0019116401672363,0.0,0.0,,
radial_segment_3d,3,47,hhcart,1,1,2,0.7587,0.0,,,0.0126936435699462,0.0,0.0,,
radial_segment_3d,3,47,randcart,1,1,2,0.7587,0.0,,,0.006843090057373,0.0,0.0,,
radial_segment_3d,3,47,oc1,1,1,2,0.7587,0.0,,,117.27308559417725,0.0,0.0,,
radial_segment_3d,3,47,wodt,1,0,1,0.7587,1.0,0.2413,0.3887859502134858,0.0019478797912597,0.0,0.0,,
radial_segment_3d,3,47,hhcart,2,3,4,0.7587,0.0,,,0.022676944732666,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,2,3,4,0.761,0.5051802735184417,0.5047619047619047,0.5049710024855011,0.0114068984985351,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,2,2,3,0.7587,0.0,,,183.6735501289368,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,2,1,2,0.7587,0.0,,,0.1157178878784179,0.0,0.0,,
radial_segment_3d,3,47,hhcart,3,7,8,0.765,0.2250310816411106,0.530791788856305,0.3160651920838184,0.0363268852233886,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,3,7,8,0.7587,0.0,,,0.0187849998474121,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,3,4,5,0.8184,0.3937007874015748,0.7290867229470452,0.5113024757804091,223.60157990455627,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,3,3,4,0.699,0.2445089100704517,0.3320202588632526,0.2816229116945107,0.2249181270599365,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,4,14,15,0.7753,0.528387898881061,0.5348154362416108,0.5315822388993121,0.0573832988739013,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,4,15,16,0.8352,0.5337753833402403,0.7112092766427388,0.6098484848484849,0.0291428565979003,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,4,6,7,0.8291,0.4803149606299212,0.718091697645601,0.5756146014402781,255.0876936912537,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,4,7,8,0.5788,0.3883133029423953,0.2551048189490879,0.3079198159710811,0.4031832218170166,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,5,24,25,0.7754,0.5267302113551595,0.535157894736842,0.5309106098579782,0.0705344676971435,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,5,30,31,0.8425,0.615830915872358,0.6963448922211809,0.6536177699582141,0.0369784832000732,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,5,10,11,0.8485,0.8615830915872358,0.6377300613496932,0.7329455314648334,251.0689210891724,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,5,13,14,0.6782,0.2598425196850393,0.3045167557066537,0.2804114490161001,0.4409010410308838,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,6,36,37,0.7787,0.5267302113551595,0.5426985482493595,0.53459516298633,0.0818800926208496,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,6,48,49,0.876,0.7617074181516784,0.7343188174190971,0.7477624084621645,0.0414085388183593,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,6,15,16,0.8936,0.7049316203895566,0.8285435947394058,0.7617554858934169,240.10549688339236,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,6,21,22,0.6155,0.7173642768338169,0.3536984062116878,0.4737922540030109,0.5132889747619629,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,7,45,46,0.7787,0.5267302113551595,0.5426985482493595,0.53459516298633,0.0958516597747802,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,7,84,85,0.9158,0.8010774968918359,0.8422657952069716,0.8211554800339846,0.0530345439910888,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,7,26,27,0.928,0.8470783257355988,0.8534446764091858,0.8502495840266222,235.31132221221924,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,7,36,37,0.7046,0.4716121011189391,0.4039758608448704,0.4351816443594646,0.7026896476745605,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,8,58,59,0.7787,0.5267302113551595,0.5426985482493595,0.53459516298633,0.1094136238098144,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,8,149,150,0.9221,0.8097803564028181,0.8592788038698329,0.8337956048645189,0.078399658203125,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,8,37,38,0.9433,0.8856195607128057,0.8801482701812191,0.8828754389588928,248.09657979011536,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,8,65,66,0.6219,0.340654786572731,0.2729083665338645,0.3030414746543778,0.8674499988555908,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,9,72,73,0.7801,0.5457936179030253,0.5442148760330578,0.5450031036623215,0.1247816085815429,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,9,238,239,0.9491,0.8914214670534604,0.8969974979149291,0.8942007898565787,0.1076912879943847,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,9,48,49,0.942,0.8694571073352673,0.8878544223444773,0.8785594639865997,262.00977635383606,1.0,0.3333333333333333,0.6666666666666667,1.0
radial_segment_3d,3,47,wodt,9,73,74,0.5729,0.5598839618731869,0.2962719298245614,0.3874946221138678,0.9095215797424316,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,10,83,84,0.7801,0.5457936179030253,0.5442148760330578,0.5450031036623215,0.145205020904541,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,10,366,367,0.9671,0.9353501864898468,0.92880658436214,0.9320669006813956,0.1531367301940918,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,10,112,113,0.9737,0.9436386241193536,0.947171381031614,0.9454017023043388,246.02245497703552,2.0,0.6666666666666666,0.3333333333333333,2.0
radial_segment_3d,3,47,wodt,10,126,127,0.7087,0.3916286779941981,0.3953974895397489,0.3935040599625234,1.1530728340148926,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,11,94,95,0.7805,0.5499378367177787,0.5447454844006568,0.5473293462569602,0.1576547622680664,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,11,480,481,0.9771,0.9440530460008288,0.960370994940978,0.9521421107628004,0.1885261535644531,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,11,106,107,0.9767,0.9457107335267302,0.9572147651006712,0.9514279758182198,261.8760340213776,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,11,119,120,0.7699,0.5217571487774555,0.5232751454696591,0.5225150446150654,1.0889999866485596,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,12,98,99,0.7809,0.5532532117695814,0.5453431372549019,0.5492696975930879,0.1719589233398437,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,12,538,539,0.98,0.9457107335267302,0.9706507868991918,0.958018471872376,0.2307546138763427,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,12,116,117,0.9722,0.9212598425196852,0.9619212462137604,0.941151566469094,254.42198395729065,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,12,142,143,0.5712,0.3398259428097803,0.2332859174964438,0.2766531713900134,1.1701014041900637,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,13,98,99,0.7809,0.5532532117695814,0.5453431372549019,0.5492696975930879,0.1744387149810791,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,13,557,558,0.9787,0.9486116866970576,0.962573591253154,0.9555416405760804,0.2468652725219726,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,13,120,121,0.9745,0.9328636552009946,0.9603242320819112,0.9463947866302292,262.3535566329956,3.0,1.0,0.0,
radial_segment_3d,3,47,wodt,13,207,208,0.7681,0.5437215084956486,0.5185770750988142,0.5308517094881652,1.5379977226257324,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,14,98,99,0.7809,0.5532532117695814,0.5453431372549019,0.5492696975930879,0.1788568496704101,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,14,547,548,0.9793,0.950269374222959,0.9634453781512604,0.9568120175255582,0.250471830368042,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,14,121,122,0.9767,0.9324492333195192,0.9698275862068966,0.9507711810690892,281.66785645484924,1.0,0.3333333333333333,0.6666666666666667,1.0
radial_segment_3d,3,47,wodt,14,272,273,0.6336,0.4906755076668048,0.327162199502625,0.3925729442970822,2.0176446437835693,3.0,1.0,0.0,
radial_segment_3d,3,47,hhcart,15,98,99,0.7809,0.5532532117695814,0.5453431372549019,0.5492696975930879,0.1938984394073486,3.0,1.0,0.0,
radial_segment_3d,3,47,randcart,15,542,543,0.9787,0.9494405304600084,0.9617968094038624,0.9555787278415014,0.2541642189025879,3.0,1.0,0.0,
radial_segment_3d,3,47,oc1,15,134,135,0.979,0.9457107335267302,0.9665396018636172,0.9560117302052784,257.2190318107605,2.5,0.8333333333333333,0.1666666666666666,2.5000000000000018
radial_segment_3d,3,47,wodt,15,309,310,0.6841,0.4803149606299212,0.3782637075718015,0.4232243929158298,2.061592102050781,3.0,1.0,0.0,
rectangle_2d,2,1,hhcart,0,0,1,0.7492,1.0,0.2508,0.4010233450591622,1.1920928955078123e-05,0.0,0.0,,
rectangle_2d,2,1,randcart,0,0,1,0.7492,1.0,0.2508,0.4010233450591622,1.049041748046875e-05,0.0,0.0,,
rectangle_2d,2,1,oc1,0,0,1,0.7492,1.0,0.2508,0.4010233450591622,0.0007464885711669,0.0,0.0,,
rectangle_2d,2,1,wodt,0,0,1,0.7492,1.0,0.2508,0.4010233450591622,0.0010492801666259,0.0,0.0,,
rectangle_2d,2,1,hhcart,1,1,2,0.7492,0.0,,,0.0069358348846435,0.0,0.0,,
rectangle_2d,2,1,randcart,1,1,2,0.7492,0.0,,,0.0033643245697021,0.0,0.0,,
rectangle_2d,2,1,oc1,1,1,2,0.7492,0.0,,,27.12390828132629,0.0,0.0,,
rectangle_2d,2,1,wodt,1,0,1,0.7492,1.0,0.2508,0.4010233450591622,0.0010821819305419,0.0,0.0,,
rectangle_2d,2,1,hhcart,2,3,4,0.7492,0.0,,,0.0095496177673339,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,2,3,4,0.7492,0.0,,,0.0050375461578369,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,2,2,3,0.7492,0.0,,,42.68284201622009,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,2,1,2,0.7492,0.0,,,0.0680675506591796,0.0,0.0,,
rectangle_2d,2,1,hhcart,3,6,7,0.7492,0.0,,,0.0148022174835205,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,3,7,8,0.7714,0.3022328548644338,0.5857805255023184,0.3987375065754865,0.0077006816864013,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,3,4,5,0.8176,0.8851674641148325,0.5910543130990416,0.7088122605363986,51.054898500442505,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,3,3,4,0.7492,0.0,,,0.159292459487915,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,4,10,11,0.7542,0.1403508771929824,0.5382262996941896,0.2226438962681846,0.0210156440734863,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,4,13,14,0.8882,0.7695374800637959,0.7813765182186235,0.7754118119726798,0.0112631320953369,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,4,6,7,0.9142,0.8437001594896332,0.8195197521301317,0.8314341846758351,55.28273320198059,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,4,3,4,0.8168,1.0,0.5778801843317972,0.7324766355140186,0.1742854118347168,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,5,14,15,0.7566,0.1850079744816587,0.5433255269320844,0.2760261748958953,0.028576374053955,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,5,21,22,0.9318,0.8628389154704944,0.864908073541167,0.863872255489022,0.0146691799163818,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,5,9,10,0.9404,0.9178628389154704,0.8551263001485884,0.8853846153846154,57.83044242858887,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,5,13,14,0.836,0.9425837320574164,0.6124352331606218,0.742462311557789,0.3401131629943847,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,6,18,19,0.7616,0.189792663476874,0.5748792270531401,0.2853717026378897,0.036391258239746,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,6,34,35,0.9606,0.9505582137161084,0.8982667671439337,0.9236729949631928,0.0197293758392334,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,6,12,13,0.9424,0.952950558213716,0.839185393258427,0.8924570575056012,59.77176570892334,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,6,14,15,0.7454,0.9521531100478468,0.496053178230162,0.6522807975962852,0.3436729907989502,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,7,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.040865421295166,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,7,55,56,0.9576,0.9226475279106858,0.9095911949685536,0.916072842438638,0.0269360542297363,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,7,17,18,0.9708,0.9441786283891548,0.9396825396825396,0.9419252187748608,59.428175926208496,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,7,13,14,0.8272,0.9936204146730464,0.5927687916270219,0.7425506555423124,0.3541040420532226,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,8,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.0447971820831298,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,8,70,71,0.9748,0.94896331738437,0.950479233226837,0.9497206703910616,0.0323419570922851,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,8,24,25,0.974,0.9441786283891548,0.9517684887459807,0.9479583666933546,60.07576394081116,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,8,32,33,0.975,0.9505582137161084,0.949800796812749,0.950179354324432,0.47286057472229,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,9,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.0451047420501709,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,9,86,87,0.9866,0.9744816586921852,0.9721559268098648,0.9733174034249304,0.0368406772613525,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,9,23,24,0.9742,0.9481658692185008,0.9489225857940942,0.9485440765855604,60.23772573471069,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,9,10,11,0.8126,1.0,0.5723413966225468,0.728011611030479,0.3819136619567871,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,10,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.0446772575378418,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,10,124,125,0.9912,0.9792663476874004,0.985553772070626,0.9824,0.0498526096343994,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,10,30,31,0.9798,0.9505582137161084,0.9683184402924452,0.9593561368209256,59.663917779922485,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,10,34,35,0.973,0.9880382775119616,0.911699779249448,0.9483352468427094,0.5573282241821289,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,11,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.0444498062133789,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,11,120,121,0.9926,0.9808612440191388,0.989541432019308,0.9851822186623947,0.0513315200805664,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,11,30,31,0.9798,0.9505582137161084,0.9683184402924452,0.9593561368209256,59.53925800323486,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,11,52,53,0.8852,0.9696969696969696,0.6940639269406392,0.8090485695276115,0.6685056686401367,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,12,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.0440907478332519,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,12,123,124,0.9908,0.9760765550239234,0.9870967741935484,0.9815557337610264,0.0556004047393798,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,12,30,31,0.9798,0.9505582137161084,0.9683184402924452,0.9593561368209256,59.59735345840454,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,12,94,95,0.9614,0.8748006379585327,0.9682259488084732,0.919145370758274,0.7330682277679443,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,13,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.0453486442565918,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,13,127,128,0.9912,0.9760765550239234,0.988691437802908,0.9823434991974316,0.0571918487548828,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,13,32,33,0.9818,0.9513556618819776,0.9754701553556828,0.9632620104965685,59.92463231086731,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,13,56,57,0.855,0.9936204146730464,0.6347427407030056,0.7746347528753498,0.4333620071411133,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,14,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.0445847511291503,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,14,120,121,0.9942,0.985645933014354,0.9911788291900562,0.988404638144742,0.0529556274414062,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,14,28,29,0.9798,0.9505582137161084,0.9683184402924452,0.9593561368209256,59.33022713661194,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,14,78,79,0.8992,0.9832535885167464,0.7185314685314685,0.8303030303030303,0.7203242778778076,2.0,1.0,0.0,
rectangle_2d,2,1,hhcart,15,21,22,0.7642,0.2248803827751196,0.5766871165644172,0.323580034423408,0.0445079803466796,2.0,1.0,0.0,
rectangle_2d,2,1,randcart,15,137,138,0.9918,0.9808612440191388,0.9863672814755412,0.983606557377049,0.0588049888610839,2.0,1.0,0.0,
rectangle_2d,2,1,oc1,15,32,33,0.982,0.9513556618819776,0.9762684124386252,0.9636510500807756,59.88484644889832,2.0,1.0,0.0,
rectangle_2d,2,1,wodt,15,67,68,0.816,0.8899521531100478,0.5879873551106428,0.7081218274111676,0.6745710372924805,2.0,1.0,0.0,
rectangle_2d,2,8,hhcart,0,0,1,0.7492,1.0,0.2508,0.4010233450591622,1.1920928955078123e-05,0.0,0.0,,
rectangle_2d,2,8,randcart,0,0,1,0.7492,1.0,0.2508,0.4010233450591622,1.1444091796875e-05,0.0,0.0,,
rectangle_2d,2,8,oc1,0,0,1,0.7492,1.0,0.2508,0.4010233450591622,0.0006351470947265,0.0,0.0,,
rectangle_2d,2,8,wodt,0,0,1,0.7492,1.0,0.2508,0.4010233450591622,0.0010664463043212,0.0,0.0,,
rectangle_2d,2,8,hhcart,1,1,2,0.7492,0.0,,,0.0049808025360107,0.0,0.0,,
rectangle_2d,2,8,randcart,1,1,2,0.7492,0.0,,,0.0023438930511474,0.0,0.0,,
rectangle_2d,2,8,oc1,1,1,2,0.7492,0.0,,,27.14331650733948,0.0,0.0,,
rectangle_2d,2,8,wodt,1,0,1,0.7492,1.0,0.2508,0.4010233450591622,0.0010378360748291,0.0,0.0,,
rectangle_2d,2,8,hhcart,2,3,4,0.7492,0.0,,,0.0094900131225585,2.0,1.0,0.0,
rectangle_2d,2,8,randcart,2,3,4,0.7492,0.0,,,0.0047736167907714,2.0,1.0,0.0,
rectangle_2d,2,8,oc1,2,2,3,0.7492,0.0,,,42.77899813652039,2.0,1.0,0.0,
rectangle_2d,2,8,wodt,2,1,2,0.7492,0.0,,,0.0884912014007568,0.0,0.0,,
rectangle_2d,2,8,hhcart,3,6,7,0.7492,0.0,,,0.0147209167480468,2.0,1.0,0.0,
rectangle_2d,2,8,randcart,3,7,8,0.8796,0.7129186602870813,0.7869718309859155,0.7481171548117156,0.0078070163726806,2.0,1.0,0.0,
rectangle_2d,2,8,oc1,3,4,5,0.8176,0.8851674641148325,0.5910543130990416,0.7088122605363986,51.13203358650208,2.0,1.0,0.0,
rectangle_2d,2,8,wodt,3,2,3,0.7492,0.0,,,0.0963644981384277,2.0,1.0,0.0,
rectangle_2d,2,8,hhcart,4,10,11,0.7542,0.1403508771929824,0.5382262996941896,0.2226438962681846,0.020679235458374,2.0,1.0,0.0,
rectangle_2d,2,8,randcart,4,13,14,0.9024,0.7783094098883573,0.8229342327150084,0.7999999999999999,0.0110275745391845,2.0,1.0,0.0,
rectangle_2d,2,8,oc1,4,6,7,0.914,0.8437001594896332,0.8188854489164087,0.831107619795758,55.3625922203064,2.0,1.0,0.0,
rectangle_2d,2,8,wodt,4,6,7,0.6468,0.963317384370016,0.412568306010929,0.577714012434242,0.2907359600067138,2.0,1.0,0.0,
rectangle_2d,2,8,hhcart,5,14,15,0.7566,0.1850079744816587,0.5433255269320844,0.2760261748958953,0.0285737514495849,2.0,1.0,0.0,
rectangle_2d,2,8,randcart,5,25,26,0.9136,0.8317384370015949,0.8251582278481012,0.8284352660841938,0.016395092010498,2.0,1.0,0.0,
rectangle_2d,2,8,oc1,5,9,10,0.931,0.9154704944178628,0.8276856524873828,0.8693676637637259,58.010549783706665,2.0,1.0,0.0,
rectangle_2d,2,8,wodt,5,13,14,0.9612,0.970494417862839,0.8857350800582242,0.926179604261796,0.4395630359649658,2.0,1.0,0.0,
rectangle_2d,2,8,hhcart,6,18,19,0.7616,0.189792663476874,0.5748792270531401,0.2853717026378897,0.0358963012695312,2.0,1.0,0.0,
