shape,label_noise,n_samples,seed,dataset,data_dim,algorithm,depth,accuracy,coverage,density,f_score,gini_coverage_all_leaves,gini_density_all_leaves,splits,leaves,total_active_feature_count,avg_active_feature_count,alpha,lambda_reg,threshold_value
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,7,0.9194,0.913860103626943,0.8393813206424747,0.8750387596899224,0.8905764248704664,0.5657501069714641,39,40,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,8,0.9366,0.9073834196891192,0.8895238095238095,0.8983648605322219,0.8936384571099596,0.5336737580934727,53,54,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,9,0.9416,0.8898963730569949,0.9184491978609626,0.9039473684210526,0.8920098172893374,0.5210035875648991,56,57,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,10,0.948,0.8976683937823834,0.9314516129032258,0.9142480211081796,0.9066817789291884,0.5544105193307725,71,72,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,11,0.9572,0.9151554404145078,0.94451871657754,0.9296052631578948,0.9162928093011502,0.5483945643037389,81,82,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,8,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,12,0.9602,0.9268134715025906,0.943309162821358,0.9349885658281608,0.9153857225100752,0.5842271351074146,89,90,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,0,0.6912,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,1,0.6912,0.0,,,0.4760362694300519,0.4324081093639189,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,2,0.7798,0.9287564766839378,0.591340206185567,0.7226001511715797,0.6031951640759932,0.5540728660567149,2,3,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,3,0.8136,0.6534974093264249,0.7176386913229018,0.6840677966101695,0.6082901554404145,0.4526754159596606,4,5,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,4,0.8548,0.7765544041450777,0.7588607594936709,0.7676056338028169,0.6683937823834198,0.4583152671311612,7,8,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,5,0.8938,0.8873056994818653,0.7932831499710481,0.8376643228370528,0.7926535899333829,0.5579571654088165,13,14,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,6,0.9154,0.8465025906735751,0.8754186202277294,0.8607178136318736,0.7773100172711571,0.5336859337722475,23,24,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,7,0.927,0.8264248704663213,0.9293517844136926,0.8748714432636271,0.8575129533678756,0.6165682396160002,39,40,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,8,0.9532,0.9002590673575129,0.9455782312925172,0.9223623092236232,0.8839333571556189,0.5761918802430106,57,58,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,9,0.962,0.919041450777202,0.956199460916442,0.9372523117569352,0.9028497409326428,0.5738496448532864,79,80,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,10,0.964,0.9203367875647668,0.9614343707713126,0.9404367968232958,0.9113800075824594,0.606057283395979,81,82,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,11,0.9654,0.9216321243523315,0.9647457627118644,0.9426962570387546,0.9069095159863516,0.5695476240864272,81,82,3,3.0,,0.0,0.0
radial_segment_3d,0.003,5000,11,radial_segment_3d_fuzziness_003_5000_samples,3,oc1,12,0.9682,0.9300518134715026,0.9657027572293208,0.9475420653249752,0.9259645857437496,0.5718426259251954,102,103,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,0,0.692,0.0,,,0.0,0.0,0,1,0,0.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,1,0.692,0.0,,,0.4852813852813853,0.4521649803674765,1,2,3,0.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,2,0.7346666666666667,0.8722943722943723,0.5431266846361186,0.669435215946844,0.6755411255411257,0.5276428332777343,3,4,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,3,0.788,0.9212121212121211,0.6018099547511312,0.7280191583989053,0.7969696969696969,0.5417917330914954,7,8,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,4,0.8253333333333334,0.9329004329004328,0.6510574018126888,0.7669039145907474,0.8665512265512265,0.5551699687013527,14,15,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,5,0.8466666666666667,0.9264069264069263,0.6858974358974359,0.7882136279926334,0.9106301106301103,0.6057123944823051,26,27,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,6,0.8517333333333333,0.9515151515151516,0.6873045653533458,0.7981118373275237,0.916190476190476,0.6021206672557253,49,50,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,7,0.9037333333333334,0.8722943722943723,0.8251433251433251,0.8480639730639731,0.929453668694175,0.5818350189956163,78,79,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,8,0.9156,0.8350649350649351,0.8844566712517193,0.8590514362057446,0.9262435677530017,0.5624264789258566,105,106,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,9,0.9361333333333334,0.9116883116883115,0.884502309953801,0.8978895757834151,0.9252396985730318,0.5655449435446935,134,135,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,10,0.9481333333333334,0.919047619047619,0.9131182795698924,0.9160733549083064,0.9218000106888996,0.5629898302459841,161,162,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,11,0.9552,0.932034632034632,0.9232418524871356,0.927617406290392,0.9152457214633384,0.5502934116785907,192,193,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,hhcart_d,12,0.9610666666666666,0.945021645021645,0.9297274275979556,0.9373121511378274,0.9096474953617808,0.5487883909265705,223,224,3,3.0,0.0,,
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,0,0.692,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,1,0.692,0.0,,,0.4515151515151516,0.3867526953270437,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,2,0.7924,0.9056277056277056,0.6097347712037307,0.7287928932241771,0.6761904761904762,0.5708731099275606,3,4,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,3,0.7937333333333333,0.906060606060606,0.6114519427402862,0.7301587301587301,0.6648113790970935,0.436695413695251,6,7,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,4,0.8473333333333334,0.8974025974025974,0.6954042267695404,0.7835947835947836,0.824747474747475,0.5195524788778376,11,12,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,5,0.8325333333333333,0.9077922077922078,0.6678343949044586,0.7695412844036698,0.8283405483405484,0.6018569790567199,14,15,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,6,0.8910666666666667,0.906060606060606,0.7772001485332343,0.8366979812112731,0.8561945990517417,0.5729901983862669,20,21,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,7,0.8754666666666666,0.7008658008658009,0.8694951664876477,0.7761265580057527,0.8655303030303028,0.5590376035732934,31,32,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,8,0.9417333333333332,0.9095238095238096,0.9021039072563332,0.9057986635050658,0.8981375213933351,0.5888382848559457,85,86,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,9,0.9397333333333332,0.8844155844155844,0.9169658886894076,0.9003966505068312,0.8907387694272939,0.5158299644094684,60,61,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,10,0.9436,0.9303030303030304,0.8913313977602655,0.9104003389112476,0.9044963924963924,0.5775357764430722,74,75,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,11,0.9637333333333332,0.9281385281385282,0.9528888888888888,0.9403508771929824,0.9147830892511744,0.5763640317069387,140,141,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,1,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,12,0.9652,0.9411255411255413,0.9456285341452806,0.9433716641353872,0.9208321654364824,0.5875094084872903,138,139,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,0,0.692,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,1,0.692,0.0,,,0.4757575757575756,0.4315901267120776,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,2,0.7814666666666666,0.9186147186147188,0.5938986845787854,0.7214006459289477,0.5962481962481965,0.5465238726620716,2,3,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,3,0.8141333333333334,0.9,0.6412708204811844,0.7489193083573487,0.7082251082251083,0.5181520866770926,4,5,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,4,0.8385333333333334,0.8978354978354979,0.6802230239422762,0.7740250046650494,0.7755411255411255,0.4883842187313263,7,8,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,5,0.8585333333333334,0.9008658008658008,0.7143837967730862,0.7968600421213862,0.854945054945055,0.5511796543654275,12,13,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,6,0.8608,0.9125541125541126,0.7145762711864406,0.8015209125475284,0.8617866981503346,0.5853908173604465,21,22,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,7,0.8817333333333334,0.7103896103896103,0.8827326519634212,0.7872391460781963,0.8469766792347435,0.5762374564316106,30,31,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,8,0.9257333333333332,0.8805194805194805,0.8786177105831533,0.8795675675675676,0.8668934240362816,0.5407834544182937,41,42,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,9,0.9385333333333332,0.8679653679653679,0.927811198519204,0.8968910758219637,0.8976767676767674,0.5623440230702086,59,60,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,10,0.9489333333333332,0.8926406926406927,0.9385525716886663,0.9150210783226091,0.91134817563389,0.5840183807688908,83,84,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,11,0.9538666666666666,0.9103896103896104,0.9380017841213204,0.9239894551845342,0.9172141583906293,0.5462100833299264,101,102,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,8,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,12,0.9590666666666666,0.9112554112554112,0.953783416402356,0.9320345361965904,0.9215386952229054,0.5396932485364954,113,114,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,0,0.692,0.0,,,0.0,0.0,0,1,0,0.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,1,0.692,0.0,,,0.4753246753246753,0.4311952948374922,1,2,3,0.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,2,0.7813333333333333,0.9268398268398268,0.5927464008859358,0.7230665315771698,0.6014430014430014,0.5525202938075289,2,3,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,3,0.8093333333333333,0.9233766233766234,0.6299468399291199,0.7489466292134831,0.7373160173160174,0.562179273716215,4,5,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,4,0.8321333333333333,0.812987012987013,0.6942698706099815,0.7489531405782651,0.7549783549783551,0.5173657454672445,6,7,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,5,0.8586666666666667,0.8441558441558441,0.7358490566037735,0.7862903225806451,0.7989767807949626,0.4856540753109852,10,11,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,6,0.8682666666666666,0.893073593073593,0.735734664764622,0.8068048494329292,0.7953342953342952,0.4830158065004102,17,18,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,7,0.9129333333333334,0.8913419913419913,0.8366517675741568,0.8631314189897296,0.8638069001705364,0.5447750442441837,32,33,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,8,0.9262666666666668,0.8987012987012987,0.8668058455114822,0.8824654622741764,0.8661664261664266,0.5287251189500048,44,45,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,9,0.9406666666666668,0.9069264069264068,0.9010752688172043,0.9039913700107876,0.895978417717548,0.5342555008157415,68,69,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,10,0.9484,0.9138528138528138,0.918225315354502,0.9160338468214364,0.9142032570604,0.5619652985943051,104,105,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,11,0.9524,0.9155844155844156,0.9288537549407114,0.92217135382603,0.9171459492888066,0.5418232141320418,111,112,3,3.0,,0.0,0.0
radial_segment_3d,0.003,7500,11,radial_segment_3d_fuzziness_003_7500_samples,3,oc1,12,0.9632,0.9194805194805196,0.959349593495935,0.9389920424403184,0.9142444856730572,0.5699989470585043,125,126,3,3.0,,0.0,0.0
